gene_name	introns	transcripts	proteins
Sirt4	4	7	2
CG11007	1	2	2
snRNA:U1:95Cb	0	1	0
CG7943	2	4	1
Mgn1933	0	3	0
CG11000	3	6	2
mir-2492	0	1	0
Mgn1938	0	1	0
Dyrk3	17	749	21
Mf	17	33	14
Cyp6a16Psi	1	1	1
Rpt4R	1	1	1
ND75	5	2	1
mt:ND4	0	1	1
Gr36a	2	1	1
CR43480	2	4	0
Gr36c	2	1	1
Gr36b	2	1	1
Gr36d	2	1	1
Grip128	6	3	3
CG11231	0	1	1
mir-2279	0	1	0
flr	7	2	2
CG13377	3	2	1
RNaseX25	1	2	2
Su(Ste):CR42429	0	1	1
Cby	1	4	2
Mgn00491	4	4	0
CG4497	2	2	1
CG30357	0	1	1
CG30354	4	3	1
CG30355	1	1	1
Su(Ste):CR42427	0	1	0
chr2L_20947036_20948205.0	0	1	0
CG30350	0	1	1
Su(Ste):CR42424	0	1	1
eEF1delta	4	4	3
Cbp80	6	2	1
phtf	13	24	7
CG17985	2	2	1
Myd88	5	5	2
Or42b	2	1	1
CG17982	1	4	2
Or42a	2	1	1
CG33052	2	2	2
thetaTry	0	1	1
CG13409	6	3	2
Aph-4	4	3	2
PRL-1	16	55	2
CG13408	3	1	1
SP2353	15	4	1
CG8331	6	6	6
Syx8	6	19	2
RpI12	2	1	1
DOR	9	31	5
Syx5	3	3	1
Syx6	4	20	3
Syx7	8	9	3
mir-958	0	1	0
CG17184	5	2	1
CG17186	2	5	2
CG17187	0	1	1
CG17180	4	4	1
CG17181	3	1	1
CG18508	2	3	1
CG4950	0	2	2
CG10822	1	1	1
CR41601	2	2	0
La	4	5	2
CR41607	0	3	0
CG17189	4	2	2
CR41605	4	5	0
CR41604	5	7	1
Pop2	8	9	7
flw	7	6	2
CanA1	18	26	4
CG34051	5	4	2
Iris	0	1	1
CG6893	3	1	1
CG31759	1	4	2
CG34054	1	2	1
CG34057	3	3	3
CG43308	1	1	1
CG43307	1	2	1
snoRNA:Me28S-G2173	0	1	0
CG31751	5	14	4
CG31021	6	2	2
CG31752	2	1	1
CG15729	4	3	1
CG4009	4	1	1
CG32812	1	1	1
CG4000	2	1	1
CG12934	0	1	1
CG42658	3	2	2
CG42659	1	1	1
CG17239	0	1	1
CG10516	3	3	3
CG17237	0	1	1
CG17234	0	1	1
CG42651	1	1	1
CG10512	3	3	3
CG17233	18	167	18
CG42654	5	3	2
CG42655	11	9	3
phol	1	6	1
Zip3	1	1	1
Ir93a	10	3	3
pinta	2	5	3
Mgn095056	0	1	0
Mgn095057	0	1	0
Mgn095054	0	1	0
Mgn095055	0	1	0
CG14527	0	2	1
CG14526	1	2	2
Mgn095050	0	1	0
Mgn095051	0	1	0
CG8765	7	4	3
usnp	1	2	1
CG14528	0	1	1
Tusp	11	2	1
Mgn4115	0	4	0
Mgn095058	0	1	0
Mgn095059	0	1	0
His1:CG33807	0	1	1
CG10631	7	1	1
His1:CG33804	0	2	1
His1:CG33801	0	1	1
CG18765	3	1	1
CG10639	2	4	1
CG10638	8	4	3
CG12857	3	2	2
CG12851	10	8	3
CG12853	1	1	1
GEFmeso	10	4	4
CG18766	7	6	2
CG12859	1	1	1
CG12858	4	2	1
nahoda	13	5	3
Obp22a	2	2	2
CG15465	3	3	1
CG12179	5	2	2
mir-4948	0	1	0
mir-4949	0	1	0
CG15464	0	1	1
mir-4944	0	1	0
mir-4945	0	1	0
mir-4946	0	1	0
mir-4947	0	1	0
fd64A	2	2	1
mir-4941	0	1	0
mir-4942	0	1	0
mir-4943	0	1	0
Ice1	1	3	2
noncoding_20924	1	1	1
Mst84Dd	1	1	1
tRNA:G3:28D	0	1	0
CG10013	0	1	1
CG15461	1	1	1
CG17601	0	1	1
Mst84Db	1	1	1
CG34144	2	1	1
spok	1	1	1
CG10189	5	5	2
CG10188	6	13	3
CG32599	3	2	2
CG10185	12	2	2
CG32225	4	5	2
CG10186	24	23	7
CG32221	2	2	1
CG10183	7	1	1
CG10182	8	1	1
CG14448	0	2	1
CG7208	5	5	4
CG7203	1	2	2
CG7202	1	1	1
CG7201	4	2	1
CG7200	5	6	2
wun2	7	3	3
sv	20	76	40
Sgf29	4	3	1
st	6	1	1
Gpo-1	14	20	4
so	6	1	1
sn	9	25	2
sm	35	20	17
Rhp	13	6	3
sc	0	2	1
CG11379	0	1	1
sa	2	1	1
mt:CoI	1	9	1
se	2	1	1
ssh	9	8	6
His1:CG33861	0	1	1
tty	16	291	5
Rad23	8	7	3
Mgn37	1	11	0
l(1)G0136	5	4	2
ttv	10	7	2
CG10116	2	1	1
Ance-4	6	2	2
Ance-5	3	1	1
Cda5	30	823	131
CG15696	0	3	1
Ance-2	3	1	1
Ance-3	8	1	1
CG32040	1	1	1
CG15699	1	1	1
CG33276	4	3	2
His1:CG33864	0	1	1
CG11583	1	2	2
Pka-R2	16	41	3
CG11586	1	2	1
Gr5a	6	1	1
CG11584	2	2	2
MFS3	3	1	1
TwdlN	0	1	1
CG11588	0	1	1
jim	14	38	14
5SrRNA:CR33378	0	1	0
CG11370	3	2	2
CG13724	0	1	1
CG13725	0	2	1
Dpt	0	1	1
CG13727	1	1	1
CG13720	0	2	2
CG13721	1	1	1
CG13722	3	1	1
CG13723	1	2	2
Mgn962	0	1	1
Srp19	3	4	4
CG10289	12	15	5
CG13728	1	2	1
djl	1	2	1
Mgn965	0	1	0
Mgn964	0	1	1
CG15721	2	1	1
hop	9	2	1
Dnz1	2	6	1
Try29F	0	1	1
Npc2h	2	4	2
RSG7	6	4	1
CG6379	2	2	1
CG31249	3	2	2
mus312	7	7	5
CG15073	4	2	2
CG15071	0	1	1
CG11071	8	5	5
MTF-1	10	12	6
malpha	0	1	1
nonA-l	0	2	2
Glycogenin	18	33	19
CG9319	1	2	1
CG9318	4	2	1
CG9649	3	1	1
CG9313	8	8	4
CG6465	7	4	3
Obp59a	1	1	1
CG9646	7	9	7
CG9641	2	4	2
CG9640	3	4	1
CG9643	0	2	2
CG9314	3	3	2
CG30503	2	2	2
noncoding_1968	1	1	0
r	7	2	2
RpLP0	3	4	2
noncoding_7854	2	1	1
mRpL11	2	2	1
CG8993	1	1	1
CG16912	5	2	2
FBX011	3	3	1
CG8997	1	2	1
su(r)	5	3	1
Dll	8	9	6
CycE	13	19	7
mRpL13	2	1	1
CG41020	1	1	1
noncoding_10027	1	1	0
sd	32	282	10
CG33310	0	2	2
CR44016	1	1	1
CG34408	20	112	31
noncoding_16618	1	1	0
CG11459	0	1	1
CG13560	2	3	3
CG7804	5	5	1
CR43727	0	1	1
CR43724	1	2	0
CG6337	1	1	1
obst-J	1	1	1
CR43723	0	1	0
CG6332	3	2	2
CR43721	0	1	0
CycA	11	21	6
blw	3	3	2
CG6401	3	1	1
blp	4	3	1
CR43728	0	2	1
His3:CG33866	0	1	1
5SrRNA:CR33400	0	1	0
5SrRNA:CR33401	0	1	0
5SrRNA:CR33402	0	1	0
5SrRNA:CR33403	0	1	0
5SrRNA:CR33404	0	1	0
5SrRNA:CR33405	0	1	0
5SrRNA:CR33406	0	1	0
Cyt-b5-r	2	2	2
5SrRNA:CR33408	0	1	0
5SrRNA:CR33409	0	1	0
CG13565	6	6	2
CG14406	1	2	1
ATPsyn-d	2	2	1
CG1354	7	10	2
Mgn00061	3	1	0
CG4797	5	2	2
Prx3	3	1	1
CG4793	1	1	1
CheB53b	2	1	1
CheB53a	2	1	1
CG4301	11	8	5
Mgn1549	0	1	0
Mgn1548	0	1	1
CG17751	5	1	1
chrX_12679604_12682960.0	0	1	1
CG8483	5	3	3
PGRP-SC1a	0	1	1
CG17754	10	31	3
Mgn1541	0	1	0
CG2150	4	4	4
Ir11a	2	1	1
CG11997	3	4	4
fw	15	3	2
CG30098	3	1	1
waw	4	1	1
Srp68	4	3	2
CG42761	0	1	1
CG4951	7	7	4
CG5919	2	5	2
Bzd	4	1	1
eIF-5A	6	5	1
Nup214	8	3	1
CG3640	1	1	1
phr6-4	4	4	1
Edg91	1	2	2
Ptp4E	18	20	3
lectin-21Cb	1	2	2
lectin-21Ca	0	2	1
CG13658	2	1	1
pr-set7	6	25	2
Pak	12	17	3
CR31054	2	1	1
CG15555	8	1	1
Vps4	4	2	1
Mgn3984	0	2	0
chr2R_7993528_7993855.0	0	1	1
Sep2	1	3	2
Sep4	13	28	2
Sep5	1	6	2
CG34279	2	1	1
CG5155	2	1	1
CG5157	0	1	1
CG5151	5	7	2
CG5150	0	1	1
robl62A	3	4	3
CG9861	4	1	1
Hmu	5	4	4
CG9863	0	2	2
CG9865	2	5	1
CG9864	6	2	1
CG9867	3	2	1
CG9866	3	2	1
CG8192	3	2	1
CG8193	3	1	1
CG1311	9	3	3
CG1646	16	27	12
CG1317	3	6	1
CG8197	1	1	1
CG1315	2	1	1
CG8195	6	2	1
CG34148	3	2	2
c12.1	1	2	1
CG1319	1	1	1
Mgn3982	1	2	0
CG1648	5	3	3
CG15207	0	2	2
CSN5	6	5	4
ALiX	7	4	2
vanin-like	3	1	1
vfl	4	33	4
CG34266	0	1	1
CG34267	1	1	1
CG34264	3	3	2
CG34265	1	1	1
CG43462	20	55	12
CG34263	2	7	3
Dscam4	38	128	16
CG34261	3	3	3
CG15556	1	2	1
Apc	4	3	3
noncoding_23654	1	1	0
CG34268	1	1	1
CG34269	0	2	2
AlkB	2	1	1
CR44189	1	1	0
CR44188	0	1	0
CR44187	0	1	0
CR44186	1	1	0
CR44185	0	1	0
CR44184	0	1	0
CR44183	0	1	0
CR44182	0	1	0
CR44181	0	1	0
CR44180	0	1	0
noncoding_18124	1	1	0
san	3	6	2
CG31224	6	6	3
CG32813	14	42	6
sad	5	1	1
CG12507	1	1	1
CG5543	0	2	1
CG15452	1	1	1
sax	9	3	3
EcR	16	23	3
Mgn00369	1	1	1
snRNA:U1:95Cc	0	1	0
Mgn00367	2	2	0
CG31221	7	8	3
scrib	53	2555	259
CG5549	9	2	1
sav	3	3	2
CG8736	1	1	1
CG34191	2	3	1
mir-2489	0	1	0
CG8735	6	3	1
Mgn095287	0	1	0
Mgn095286	0	1	1
CG43796	0	2	2
CG43797	0	1	1
CG43798	3	2	1
CG43799	1	1	1
Mgn095289	0	1	0
Mgn095288	0	1	0
CG8738	1	1	1
CG32243	5	1	1
Su(Ste):CR42421	0	1	0
CG3106	5	1	1
c11.1	8	1	1
Mst35Ba	2	1	1
CG42544	0	1	1
Mst35Bb	3	3	1
CR34044	2	1	1
CR34047	1	1	1
CR34046	0	1	0
Mgn4068	1	7	0
CG42542	7	5	3
EDTP	9	6	5
CG43781	3	3	3
Npc2e	2	1	1
tRNA:CR30452	0	1	0
CR43494	0	1	0
CG32532	8	1	1
tRNA:CR30454	0	1	0
CR43495	0	1	0
CG42541	17	9	6
pgant4	4	4	2
PPYR1	2	8	5
CG13539	0	1	1
dUTPase	5	9	2
His3:CG33836	0	1	1
Cyp301a1	6	1	1
salm	5	6	4
His3:CG33833	0	1	1
CG13531	5	3	2
sala	1	2	1
CG13532	5	1	1
His3:CG33839	0	1	1
lawc	5	5	2
chr3L_22891284_22891707.0	0	1	0
HLH4C	1	2	2
CG13650	10	1	1
salr	8	8	1
sals	22	36	10
salt	6	1	1
axo	26	11	11
Mgn94020	3	1	0
Ir7a	0	1	1
chr2L_11665215_11665846.0	0	1	0
Ir7c	2	5	2
Ir7d	1	1	1
Ir7e	1	1	1
Ir7f	2	1	1
Ir7g	3	1	1
Mgn4602	0	1	0
elav	4	80	3
Mgn4600	0	1	1
Mgn4605	0	1	0
Mgn4604	0	1	0
CG31922	2	1	1
CG31921	1	6	5
CG31926	0	2	1
CG31251	2	1	1
CG31924	1	2	2
CG31253	1	3	2
CG31928	0	1	1
CG31259	2	1	1
Cys	1	1	1
slou	3	5	2
mRpL1	2	1	1
CG3262	4	17	5
CG4945	14	19	3
CG3264	2	1	1
CG3267	3	1	1
CG10175	7	3	3
Anp	1	2	1
Hrb98DE	11	121	18
chr2R_14115259_14116106.0	0	2	0
CG42726	1	1	1
robo	19	3	3
Cchl	3	4	1
robl	3	2	2
CG32699	7	2	2
CG32698	10	6	1
Csl4	2	4	1
Aats-pro	4	2	2
CG32695	1	2	1
CG10170	1	4	4
betaggt-I	4	4	4
CG15743	1	2	1
CG42797	6	9	3
CG7966	5	1	1
rdgB	24	406	19
Sk2	1	2	1
snoRNA:Psi18S-1389b	0	1	0
CG40992	0	1	1
snoRNA:Psi18S-1389a	0	1	0
CR40611	0	1	0
CG13654	7	10	3
CG9919	3	1	1
Usp7	6	54	4
CG11458	2	3	3
Mgn1727	0	1	0
CG3088	0	1	1
Mgn1726	0	1	0
CG3085	4	3	1
CG42724	13	26	12
obst-F	1	2	1
Mgn1725	0	1	0
chr3R_722121_723030.0	0	1	0
CG18343	0	3	1
CG15262	2	8	4
CG15260	0	2	1
CG18347	6	2	1
Mgn1723	0	1	0
CG15269	1	3	3
CG18619	6	8	5
Mgn1722	0	1	0
His4:CG33891	0	1	1
CG12061	9	8	5
His4:CG33893	0	1	1
His4:CG33895	0	1	1
CG12065	14	14	4
His4:CG33897	0	1	1
His4:CG33899	0	1	1
CG12069	4	2	2
Mgn1720	0	1	1
up	19	15	15
CG3884	4	4	3
CG3887	4	5	2
CG3880	2	2	1
Hsp70Aa	1	6	3
Pepck	1	2	2
fz4	3	2	1
dx	3	2	1
Hsp70Ab	0	1	1
CG15046	3	1	1
CG13298	3	4	1
CG34028	1	1	1
CG10376	0	10	2
CR40679	0	1	0
CG10375	3	5	3
att-ORFB	4	3	2
att-ORFA	6	3	2
CG2680	1	2	2
CG2681	3	6	3
CG14676	0	1	1
CG14010	12	3	2
CG2685	4	1	1
5SrRNA-Psi:CR33416	0	1	0
Awh	8	8	5
Mgn98090	0	1	0
CG2137	0	2	2
CG7414	4	4	2
CG2135	6	4	3
PTP-ER	1	3	3
vkg	9	2	1
Mgn00569	1	1	1
Mgn00568	4	3	1
CG9452	4	2	1
His2A:CG31618	0	1	1
CG12288	2	1	1
Use1	2	2	1
Pex23	5	1	1
CG9109	9	10	3
CG9458	1	1	1
CG9107	1	3	1
Mgn00563	1	1	1
Mgn00565	2	2	0
Mgn00564	1	3	0
Ndg	11	2	2
Mgn00566	1	1	0
pUf68	20	115	2
CG43199	2	3	2
Rpn2	3	3	2
snoRNA:Or-CD11	0	1	0
CG15485	0	2	1
CG15484	0	2	1
CG15483	1	1	1
CG15482	0	3	2
CG15480	0	1	1
CG8852	1	1	1
CG8851	4	10	6
CG8850	8	3	2
CG1814	8	5	3
CG1815	13	40	16
CG8854	2	1	1
CG33689	2	1	1
CG11396	3	1	1
CG11395	5	7	7
snoRNA:Or-CD12	0	1	0
JYalpha	3	1	1
CG11391	1	1	1
Rbp4	4	1	1
chr3R_16311400_16312388.0	0	1	1
Gr66a	1	3	2
Galpha73B	4	1	1
Uhg7	4	1	0
RhoGAP102A	15	11	8
CG12448	2	1	1
CG13074	3	1	1
CG6453	1	2	1
cmet	15	16	7
CG6455	9	10	4
CG6454	10	3	3
CG13075	2	1	1
twin	17	29	5
CG32845	0	1	1
CG13887	5	9	2
CG32847	0	1	1
CG13889	13	8	6
G9a	13	26	3
CR43096	0	1	0
Nep3	10	6	3
Nep2	11	3	2
Nep1	11	5	1
CR43213	2	2	1
Nep5	10	6	6
Nep4	4	3	2
Ravus	1	2	2
CG12111	1	1	1
CG11023	4	4	4
CG11029	0	1	1
Vsx1	2	2	1
snoRNA:Psi18S-1377d	0	1	0
zpg	2	1	1
Cad89D	11	1	1
Iswi	9	8	2
CG33095	2	2	1
ttm3	0	1	1
ttm2	1	4	4
tomboy40	0	1	1
Vsx2	6	4	2
CG33934	25	4	3
CR44089	0	1	0
CG13089	3	1	1
CG13088	2	1	1
CG8509	0	1	1
CG15873	2	2	1
CG15870	0	2	2
CG13081	2	1	1
gish	48	18972	142
CG13083	1	1	1
CG13082	0	1	1
CG13085	1	1	1
CG13084	1	1	1
CG8503	5	1	1
CG13086	2	3	3
CG30338	1	1	1
CG30339	5	2	2
Su(Ste):CR42407	0	1	1
Ir94h	0	1	1
Mgn3808	0	1	0
CR41591	0	1	0
CR41590	0	1	0
CG30334	3	4	2
Su(Ste):CR42408	0	1	1
mRpL43	4	3	3
mRpL42	2	3	1
mRpL41	1	2	1
mRpL40	2	2	1
mRpL46	0	1	1
mRpL45	1	1	1
mRpL44	1	1	1
mRpL49	1	1	1
mRpL48	3	2	2
LpR2	27	88	13
LpR1	21	21	16
Ca-beta	29	557	87
mir-979	0	1	0
CG1104	6	4	3
CG1105	4	2	2
CG1103	8	12	5
alphaTub85E	2	1	1
mir-970	0	1	0
CG33098	5	8	5
mir-972	0	1	0
mir-973	0	1	0
MICAL-like	2	6	4
mir-975	0	1	0
mir-976	0	1	0
CG1109	9	5	2
Mgn84029	1	2	1
CG4161	1	2	2
CR41621	0	1	1
CR41620	0	2	0
CG4165	12	20	5
CG4164	3	4	2
CG4169	3	3	1
CG4168	8	2	2
C15	3	3	1
CG14262	2	3	2
CG9072	0	1	1
O-fut2	0	2	1
CG14230	3	1	1
Rab10	3	12	2
CG14234	4	2	1
CG34411	17	1	1
CG43329	1	3	2
CG43328	0	3	1
CG34039	3	1	1
CG34038	5	5	2
Map60	2	4	1
CG10038	6	5	2
CG43321	1	3	1
CG43320	0	2	2
CG34031	2	2	2
CG43322	1	1	1
CG43325	2	3	1
CG43324	0	1	1
CG43327	0	1	1
CG43326	1	1	1
mRpL4	1	1	1
CR43844	2	3	3
mRpL2	1	1	1
mRpL3	3	1	1
RpA-70	3	2	1
lox2	3	1	1
defl	1	1	1
CG17258	9	5	5
CG17259	0	2	1
CG10570	1	1	1
CG6361	9	3	3
chr2L_17606468_17607258.0	0	1	0
CR43840	1	2	1
CG10576	10	25	13
RPA2	5	3	3
snoRNA:gcl-a	0	1	0
CG6204	4	2	2
Slimp	0	2	1
COQ7	2	1	1
SrpRbeta	2	1	1
snoRNA:Me18S-G1620	0	1	0
tara	2	4	2
CG8661	1	1	1
CG14509	10	16	4
His1:CG33828	0	1	1
CG14059	2	1	1
His1:CG33825	0	1	1
CG10035	3	3	3
dar1	5	1	1
CG14506	2	2	2
CG14053	1	5	1
CG14500	0	1	1
Dhc98D	48	4	3
Or24a	4	1	1
CHMP2B	0	1	1
CG10616	7	3	3
gdl	2	1	1
Trip1	2	1	1
CG18428	2	6	2
X11Lbeta	19	3	2
Mgn4475	1	10	1
CG14731	1	2	1
CG13311	1	1	1
CG18420	3	1	1
CG15601	4	10	4
Mlh1	3	3	3
CG13310	4	1	1
mir-4962	0	1	0
mir-4963	0	1	0
Hexo1	5	8	2
mir-4961	0	1	0
mir-4966	0	1	0
CG5958	3	1	1
mir-4964	0	1	0
CR40502	0	1	0
CG5955	5	1	1
mir-4968	0	1	0
mir-4969	0	1	0
CG5482	8	7	2
CG5953	6	7	2
CG32206	13	2	2
Pat1	9	9	3
CG32204	7	1	1
Cpr67B	1	2	1
Snp	4	12	4
Su(dx)	7	3	2
por	1	4	1
Cpr78Cb	3	3	1
Cpr78Cc	1	2	1
Cdep	14	6	2
Cpr78Ca	2	2	1
uif	18	11	3
Gyc76C	18	2	1
Mdh1	1	1	1
dare	3	2	2
CG11626	5	1	1
U4-U6-60K	0	1	1
inx2	3	16	2
inx5	2	2	2
inx7	5	4	3
inx6	1	2	2
Pka-C2	7	4	4
Pka-C3	9	2	2
Pka-C1	4	8	1
CG6208	1	2	2
CG11629	0	1	1
tRNA:V4:89BC	0	1	0
Cec-Psi1	1	1	0
CG5017	7	4	4
CG9231	1	2	1
rush	2	10	2
Mgn095074	0	1	0
Mgn095075	0	1	0
Mgn095076	0	1	0
Mgn095077	0	1	0
Mgn095070	0	1	1
Mgn095071	0	1	0
Mgn095072	0	1	1
Mgn095073	0	1	0
CG3386	4	6	1
CG32061	0	1	1
CG32066	4	6	2
CG32068	5	2	2
FLASH	5	8	5
dwg	2	1	1
CG7080	2	2	2
CG7083	1	2	1
CG7084	14	12	5
Hsp60C	6	6	1
Hsp60B	0	1	1
CG18284	4	1	1
LKR	7	3	3
Hsp60D	1	3	1
l(3)07882	2	1	1
CG4546	3	2	1
chr2R_19064950_19065224.0	0	1	0
Gr10b	2	1	1
DIP1	14	198	6
mir-13b-2	0	1	0
mir-13b-1	0	1	0
DIP2	18	6	6
CG11560	2	2	2
CG11562	1	1	1
CG11563	3	2	2
Mgn729	0	1	1
Mgn728	0	1	0
CG43133	1	1	1
CG18528	2	1	1
CG13708	3	2	1
Mgn721	0	1	0
Mgn720	1	1	0
Mgn723	0	1	0
Mgn722	0	1	0
Mgn725	0	1	0
Mgn724	0	1	0
Mgn727	0	1	0
snapin	0	1	1
modSP	5	2	1
CG43136	0	1	1
CR44108	1	1	0
CG31345	4	1	1
CG15019	1	1	1
stnB	9	7	2
alphaTub67C	1	1	1
Sec22	5	5	3
CG15011	9	2	2
CG15012	3	1	1
CG15014	0	3	1
Zyx	23	327	47
chr3L_47494_48292.0	1	1	0
CG9666	4	7	3
CG9664	12	23	4
CG9663	9	12	1
CG9662	1	1	1
tRNA:CR30155	0	1	0
CG13779	1	1	1
CG6138	1	3	1
CG9669	2	2	1
CG3746	1	1	1
CG3744	11	27	6
CG3740	1	2	1
chr2R_12710675_12711040.0	0	1	0
ci	14	66	10
CG3748	0	1	1
mir-4913	0	1	0
CG7627	12	9	4
snoRNA:Psi28S-1192b	0	1	0
Nc	2	2	2
mir-4911	0	1	0
Sec16	21	108	30
CG33331	0	1	1
CG33333	2	3	3
CG31705	3	3	1
snoRNA:Me28S-A30	0	1	0
CG33337	10	2	2
CG33110	6	3	2
CG33339	6	2	2
Tsp33B	2	1	1
Ir21a	4	2	2
Arc42	3	2	2
mir-4916	0	1	0
CG9590	1	2	1
CG9593	2	1	1
CG9592	0	2	2
CG6688	3	1	1
CG6689	4	1	1
her	2	1	1
CG9596	3	5	1
CG6685	3	2	2
CG6686	9	6	4
snoRNA:Psi28S-1192d	0	1	0
CG6683	1	1	1
CG11158	2	6	3
CG32202	2	2	2
CG11294	1	4	1
kdn	3	13	2
hec	9	1	1
l(2)gl	22	75	4
tRNA:CR30198	0	1	0
CG17732	3	3	2
p53	10	5	4
mir-4918	0	1	0
CG17737	5	4	1
CG17883	8	7	6
CG17734	3	16	3
mRpS7	1	1	1
mRpS6	2	2	1
Rpp30	5	2	2
CG17738	0	1	1
S6kII	1	5	1
mRpS2	1	1	1
CG5987	8	4	4
CG12547	3	2	2
CG12546	0	2	2
CG2162	11	18	8
CG6013	1	1	1
CG12541	7	2	2
CG9297	23	28	11
loco	10	19	10
CG43829	1	2	1
Mgn1565	1	5	0
noncoding_19949	2	1	0
RpS26	3	7	1
RpS27	6	10	4
RpS24	3	3	2
RpS25	4	3	1
RpS23	3	3	1
RpS20	5	3	2
RpS21	5	6	2
snoRNA:Psi18S-1377c	0	1	0
CG18522	5	1	1
RpS29	6	13	3
RhoGAP18B	15	29	5
CG16936	5	6	3
CG1486	6	5	2
CG16935	1	2	1
Dcr-1	3	1	1
Abl	11	11	9
CR32205	2	1	1
Mgn84031	1	1	0
CR32207	3	2	0
ogre	5	2	2
Ser7	2	1	1
ac	0	1	1
ab	12	7	4
Mpcp	5	4	1
tRNA:M3:46A	0	1	0
Mgn97701	0	1	0
dan	1	4	2
al	4	1	1
Ser8	0	1	1
CG17082	23	45	4
ap	9	9	3
tRNA:CR32173	0	1	0
Hop	3	6	3
CG6847	6	1	1
Rrp4	1	1	1
CG9849	2	2	1
CG9624	0	1	1
CG7949	1	1	1
Swim	6	8	2
CG5177	3	1	1
Blimp-1	8	14	2
Strn-Mlck	46	47	28
CG5174	17	25	16
Rrp47	1	1	1
CG5171	7	13	5
MIP22073	4	1	1
Rrp46	2	1	1
CR44219	1	1	0
CR44218	0	1	0
CR44217	0	1	0
CR44216	1	1	0
CG1665	3	1	1
CG1663	1	4	4
CR44212	0	1	0
Hen1	2	2	2
CG14556	0	1	1
CG10527	3	2	2
Arf79F	12	8	2
CG42662	1	4	2
exd	12	10	2
CG34417	33	1021	158
CG1077	4	1	1
TpnC73F	4	10	1
a5	1	1	1
CG40472	2	2	1
CG3703	2	2	1
RnpS1	3	2	1
DopEcR	13	24	1
CG2111	3	1	1
CG3700	16	2	2
CG42666	11	10	5
CG43400	2	3	3
CG43401	0	2	1
CG43402	0	3	1
CG43403	0	2	1
CG43404	1	2	1
CG43405	2	3	1
CG13142	4	2	1
CG34207	0	1	1
Apc10	1	1	1
cpa	2	2	1
RpL27A	8	6	2
snoRNA:Me18S-C1366	0	1	0
adat	3	3	1
mRpS23	2	1	1
mRpS21	1	1	1
cpx	35	1273	22
CR31032	1	1	1
Cks30A	1	1	1
CR43628	6	21	2
Arr1	5	3	3
scf	3	13	3
sca	3	2	1
Rbbp5	6	6	1
scb	8	4	2
Fib	2	4	4
Mgn00344	1	1	0
Mgn00347	7	5	3
Mgn00346	1	1	0
CG5568	2	1	1
CR40465	0	1	0
Mgn00343	2	1	1
Mgn00342	1	1	0
CG5938	6	12	2
CG5565	1	1	1
scw	0	1	1
CG5567	1	1	1
Mgn00349	1	3	0
CG5561	1	1	1
Fim	8	13	3
mt:CoII	0	1	1
ec	8	6	3
CG8712	2	4	1
CG8713	6	1	1
orb	13	14	5
chrX_18806351_18806850.0	1	1	0
tx	1	5	2
Inos	5	2	2
tw	9	1	1
CG13010	0	1	1
Eaf	14	16	2
to	5	4	2
rg	45	2178	23
tj	0	6	2
CR33987	0	3	0
nord	7	1	1
snoRNA:Me28S-G2703c	0	1	0
snoRNA:Me28S-G2703b	0	1	0
snoRNA:Me28S-G2703a	0	1	0
CR31781	4	7	1
Mgn4049	2	10	1
Mgn4598	0	1	0
dsh	1	3	2
Mgn4593	0	1	0
Mgn4592	0	1	0
Mgn4591	0	1	1
Mgn4590	0	1	0
Mgn4597	0	1	0
Mgn4596	0	1	1
CG6914	0	1	1
rl	25	242	32
CG13551	5	3	2
CG13557	1	1	1
CG6912	7	4	4
rad50	8	2	2
fu12	7	14	1
CG13558	0	1	1
CG31380	1	2	1
His3:CG33812	0	1	1
CG31381	6	4	2
RpI1	10	2	2
His3:CG33815	0	1	1
His3:CG33818	0	1	1
Neos	1	2	2
CG33926	1	1	1
CG33927	2	1	1
CG14550	1	1	1
CG33922	3	1	1
CG33923	2	1	1
CG42757	0	1	1
sano	12	6	1
CG42755	1	2	1
CG42754	1	2	1
CG33928	3	1	1
CG42752	0	1	1
CG42751	1	1	1
CG42750	16	4	2
ventrally-expressed-protein-D	1	1	1
synj	4	3	1
PGRP-SA	2	1	1
gogo	9	2	2
Wsck	2	2	2
Smr	25	40	8
Smn	1	3	1
CG14551	1	1	1
Dsk	1	2	1
CG31278	2	3	3
CG31279	9	12	6
CG31274	2	2	2
CG31275	0	2	1
CG31272	8	2	1
Sodh-2	5	2	2
Sodh-1	5	1	1
TfIIA-S	1	1	1
CG4968	2	1	1
CG4218	3	2	2
CG42693	2	2	2
CG4962	4	4	2
CG4960	0	1	1
CG3246	2	1	1
CG4213	4	2	2
Mgn852	2	4	0
slmb	9	8	4
chr2L_15515802_15516745.0	0	1	0
tRNA:CR32518:Psi	0	1	0
SmG	3	2	2
SmF	0	2	2
SmE	0	1	1
CG43736	12	59	9
SmB	1	1	1
Hira	4	1	1
tRNA:T:90Cb	0	1	0
CG14265	0	2	1
sec23	9	11	4
sec24	11	7	3
Tsf3	6	5	3
Wwox	6	4	2
Men-b	9	15	3
CG14269	2	3	2
Cont	9	3	1
CG14907	0	3	2
CG32795	12	7	2
Adk2	4	2	1
Adk3	3	14	1
Adk1	5	7	2
pico	5	25	3
CG15249	4	4	2
CG18368	3	30	5
Pde9	9	1	1
Pde8	29	253	16
Pde6	16	16	3
CG18367	1	1	1
Vha36-3	3	1	1
vib	10	7	2
